,age,assists,club,goals,handle,id,matches,minutes,minutes_per_goal,p_name,position,transfer_fee_pounds,transfer_status
251,33,2,Everton FC,8,maarten-stekelenburg,4311,9,,810,Maarten Stekelenburg,Keeper,£850k,in
252,26,0,Everton FC,0,enner-valencia,139503,6,246,0,Enner Valencia,Centre Forward,£8.50m,in
253,31,1,Everton FC,1,aiden-mcgeady,21333,6,449,449,Aiden McGeady,Right Wing,£3.40m,in
254,21,0,Everton FC,0,brendan-galloway,208244,3,248,0,Brendan Galloway,Left-Back,£2.55m,in
255,21,0,Everton FC,1,shani-tarashaj,184381,4,122,122,Shani Tarashaj,Secondary Striker,£3.40m,in
256,22,0,Everton FC,0,john-stones,186590,10,817,0,John Stones,Centre Back,£23.80m,out
257,34,0,Everton FC,0,steven-pienaar,4321,7,383,0,Steven Pienaar,Left Wing,£1.28m,out
258,37,7,Everton FC,35,tim-howard,4267,25,,2.250,Tim Howard,Keeper,£1.70m,out
259,21,0,Everton FC,1,shani-tarashaj,184381,4,122,122,Shani Tarashaj,Secondary Striker,£3.40m,out
260,20,0,Everton FC,0,brendan-galloway,208244,3,248,0,Brendan Galloway,Left-Back,£2.55m,out
261,23,1,Everton FC,0,luke-garbutt,110860,3,230,0,Luke Garbutt,Left-Back,£1.70m,out
262,30,1,Everton FC,1,aiden-mcgeady,21333,6,449,449,Aiden McGeady,Right Wing,£3.40m,out
263,27,0,Everton FC,1,felipe-mattioni,52432,33,1.934,1.934,Felipe Mattioni,Right-Back,£425k,out
264,35,9,Everton FC,0,tony-hibbert,3614,265,21.416,0,Tony Hibbert,Right-Back,£425k,out
265,35,27,Everton FC,44,leon-osman,3620,352,26.031,592,Leon Osman,Central Midfield,£850k,out
266,23,0,Swansea City,1,borja-baston,85324,5,228,228,Borja Bastón,Centre Forward,£4.25m,in
267,22,0,Swansea City,2,alfie-mawson,287431,4,360,180,Alfie Mawson,Centre Back,£255k,in
268,31,0,Swansea City,1,fernando-llorente,35564,7,562,562,Fernando Llorente,Centre Forward,£5.10m,in
269,26,0,Swansea City,4,leroy-fer,63342,8,680,170,Leroy Fer,Central Midfield,£7.23m,in
270,23,0,Swansea City,0,mike-van-der-hoorn,187105,3,270,0,Mike van der Hoorn,Centre Back,£1.70m,in
271,25,1,Swansea City,3,mark-birighitti,80702,3,,270,Mark Birighitti,Keeper,£213k,in
272,26,1,Swansea City,2,kyle-bartley,67421,15,1.350,675,Kyle Bartley,Centre Back,£850k,in
273,21,1,Swansea City,2,oliver-davies,196717,2,,180,Oliver Davies,Keeper,£43k,in
274,22,0,Swansea City,0,liam-shephard,197910,8,675,0,Liam Shephard,Right-Back,£64k,in
275,21,0,Swansea City,2,ryan-hedges,326230,13,1.071,536,Ryan Hedges,Right Wing,£64k,in
276,21,0,Swansea City,0,matt-grimes,265471,4,99,0,Matt Grimes,Central Midfield,£1.70m,in
277,37,0,Swansea City,3,gerhard-tremmel,488,1,,90,Gerhard Tremmel,Keeper,£425k,in
278,27,0,Swansea City,0,franck-tabanou,66413,2,90,0,Franck Tabanou,Left-Back,£3.83m,in
279,28,3,Swansea City,2,eder,84481,11,897,449,Éder,Centre Forward,£4.25m,in
280,26,0,Swansea City,0,andre-ayew,45403,2,65,0,André Ayew,Left Wing,£15.30m,out
281,31,0,Swansea City,0,ashley-williams,67355,9,729,0,Ashley Williams,Centre Back,£6.80m,out
282,26,0,Swansea City,0,alberto-paloschi,68306,6,368,0,Alberto Paloschi,Centre Forward,£5.10m,out
283,28,3,Swansea City,2,eder,84481,11,897,449,Éder,Centre Forward,£4.25m,out
284,21,0,Swansea City,0,liam-shephard,197910,8,675,0,Liam Shephard,Right-Back,-,out
285,21,0,Swansea City,2,ryan-hedges,326230,13,1.071,536,Ryan Hedges,Right Wing,-,out
286,24,0,Swansea City,0,lee-lucas,143851,1,64,0,Lee Lucas,Central Midfield,-,out
287,27,0,Swansea City,0,franck-tabanou,66413,2,90,0,Franck Tabanou,Left-Back,£2.98m,out
288,21,1,Swansea City,2,oliver-davies,196717,2,,180,Oliver Davies,Keeper,£43k,out
289,20,0,Swansea City,0,matt-grimes,265471,4,99,0,Matt Grimes,Central Midfield,£1.70m,out
290,21,1,Swansea City,1,kenji-gorre,374889,11,610,610,Kenji Gorré,Right Wing,£85k,out
291,25,1,Swansea City,2,kyle-bartley,67421,15,1.350,675,Kyle Bartley,Centre Back,£850k,out
292,30,1,Swansea City,6,bafetimbi-gomis,22388,11,954,159,Bafetimbi Gomis,Centre Forward,£6.80m,out
293,28,3,Swansea City,3,marvin-emnes,37787,10,735,245,Marvin Emnes,Centre Forward,£850k,out
294,24,0,Swansea City,0,daniel-alfei,130216,4,360,0,Daniel Alfei,Right-Back,-,out
295,20,0,Watford FC,1,isaac-success,295331,6,187,187,Isaac Success,Right Wing,£2.55m,in
296,25,2,Watford FC,1,roberto-pereyra,112302,8,659,659,Roberto Pereyra,Attacking Midfield,£13.60m,in
297,28,0,Watford FC,0,sven-kums,42735,8,694,0,Sven Kums,Central Midfield,£6.38m,in
298,27,1,Watford FC,0,daryl-janmaat,60744,4,197,0,Daryl Janmaat,Right-Back,£6.38m,in
299,25,0,Watford FC,0,christian-kabasele,81512,3,60,0,Christian Kabasele,Centre Back,£5.10m,in
300,27,0,Watford FC,0,stefano-okaka,35249,1,12,0,Stefano Okaka,Centre Forward,£5.53m,in
301,30,0,Watford FC,0,younes-kaboul,27114,7,604,0,Younès Kaboul,Centre Back,£2.13m,in
302,25,0,Watford FC,0,brice-dja-djedje,93690,7,604,0,Brice Dja Djedjé,Right-Back,£2.98m,in
303,19,0,Watford FC,0,jerome-sinclair,236513,0,0,0,Jerome Sinclair,Centre Forward,£85k,in
304,29,0,Watford FC,0,adrian-mariappa,38145,0,0,0,Adrian Mariappa,Centre Back,£1.70m,in
305,30,1,Watford FC,1,camilo-zuniga,37941,8,245,245,Camilo Zúñiga,Left Midfield,£850k,in
306,20,0,Watford FC,0,kenedy,281404,1,15,0,Kenedy,Left-Back,£6.80m,in
307,23,0,Watford FC,0,tom-hoban,183161,10,886,0,Tom Hoban,Centre Back,£850k,in
308,28,4,Watford FC,0,miguel-layun,58576,8,652,0,Miguel Layún,Left-Back,£5.95m,in
309,19,0,Watford FC,0,adalberto-penaranda,308801,4,128,0,Adalberto Peñaranda,Secondary Striker,£2.55m,in
310,23,0,Watford FC,0,abdoulaye-doucoure,127187,1,6,0,Abdoulaye Doucouré,Central Midfield,£5.10m,in
311,27,0,Watford FC,0,juanfran,64411,7,630,0,Juanfran,Right-Back,£2.98m,in
312,28,0,Watford FC,0,giedrius-arlauskis,69001,7,630,0,Giedrius Arlauskis,Keeper,£1.28m,in
313,26,1,Watford FC,0,victor-ibarbo,92141,5,341,0,Víctor Ibarbo,Secondary Striker,£6.80m,in
314,24,0,Watford FC,2,matej-vydra,101500,10,770,385,Matej Vydra,Centre Forward,£4.68m,out
315,28,4,Watford FC,0,miguel-layun,58576,8,652,0,Miguel Layún,Left-Back,£5.95m,out
316,28,1,Watford FC,1,ikechi-anya,107427,10,672,672,Ikechi Anya,Right Midfield,£2.55m,out
317,28,0,Watford FC,0,allan-nyom,111508,6,472,0,Allan Nyom,Right-Back,£3.40m,out
318,29,0,Watford FC,0,almen-abdi,9966,9,472,0,Almen Abdi,Attacking Midfield,£2.98m,out
319,30,0,Watford FC,0,jose-manuel-jurado,28261,3,124,0,José Manuel Jurado,Left Wing,£5.95m,out
320,28,0,Watford FC,0,sven-kums,42735,8,694,0,Sven Kums,Central Midfield,£6.38m,out
321,27,0,Watford FC,0,gabriele-angella,86793,3,129,0,Gabriele Angella,Centre Back,£1.70m,out
322,30,0,Watford FC,1,daniel-pudil,35583,12,966,966,Daniel Pudil,Left-Back,£1.28m,out
323,24,0,Watford FC,1,steven-berghuis,129554,9,441,441,Steven Berghuis,Right Wing,£3.40m,out
324,21,2,Watford FC,1,uche-ikpeazu,245765,8,279,279,Uche Ikpeazu,Centre Forward,£213k,out
325,22,4,Watford FC,1,sean-murray,148907,10,710,710,Sean Murray,Central Midfield,£638k,out
326,21,0,Watford FC,2,luke-simpson,223790,1,,90,Luke Simpson,Keeper,-,out
327,27,0,Watford FC,0,juanfran,64411,7,630,0,Juanfran,Right-Back,£2.98m,out
328,20,0,Watford FC,0,obbi-oulare,314959,6,24,0,Obbi Oulare,Centre Forward,£4.25m,out
329,19,0,Watford FC,0,adalberto-penaranda,308801,4,128,0,Adalberto Peñaranda,Secondary Striker,£2.55m,out
330,22,0,Watford FC,0,tom-hoban,183161,10,886,0,Tom Hoban,Centre Back,£850k,out
331,29,0,Watford FC,3,mario-suarez,37337,7,548,183,Mario Suárez,Defensive Midfield,£7.23m,out
332,21,0,Watford FC,0,kenedy,281404,1,15,0,Kenedy,Left-Back,£6.80m,out
333,27,0,Watford FC,0,joel-ekstrand,69912,2,73,0,Joel Ekstrand,Centre Back,£850k,out
334,27,0,Watford FC,0,essaid-belkalem,162395,6,426,0,Essaïd Belkalem,Centre Back,£850k,out
335,26,1,Watford FC,0,victor-ibarbo,92141,5,341,0,Víctor Ibarbo,Secondary Striker,£6.80m,out
336,27,2,West Bromwich Albion,4,nacer-chadli,59631,7,610,153,Nacer Chadli,Left Wing,£11.05m,in
337,25,1,West Bromwich Albion,0,matt-phillips,77274,9,723,0,Matt Phillips,Right Wing,£5.10m,in
338,28,0,West Bromwich Albion,0,allan-nyom,111508,6,472,0,Allan Nyom,Right-Back,£3.40m,in
339,27,0,West Bromwich Albion,0,hal-robson-kanu,65976,5,43,0,Hal Robson-Kanu,Left Wing,£1.70m,in
340,20,0,West Bromwich Albion,0,brendan-galloway,208244,3,248,0,Brendan Galloway,Left-Back,£2.55m,in
341,29,0,West Bromwich Albion,0,sebastien-pocognoli,17804,3,99,0,Sébastien Pocognoli,Left-Back,£638k,in
342,17,1,West Bromwich Albion,0,jonathan-leko,314266,5,82,0,Jonathan Leko,Right Wing,-,in
343,27,0,West Bromwich Albion,0,james-chester,73482,13,1.170,0,James Chester,Centre Back,£5.10m,out
344,34,0,West Bromwich Albion,2,rickie-lambert,49655,9,634,317,Rickie Lambert,Centre Forward,£2.13m,out
345,26,0,West Bromwich Albion,0,cristian-gamboa,121686,4,229,0,Cristian Gamboa,Right-Back,£1.28m,out
346,32,2,West Bromwich Albion,12,anders-lindegaard,22491,8,,720,Anders Lindegaard,Keeper,£1.28m,out
347,29,0,West Bromwich Albion,0,sebastien-pocognoli,17804,3,99,0,Sébastien Pocognoli,Left-Back,£638k,out
348,21,0,West Bromwich Albion,0,brendan-galloway,208244,3,248,0,Brendan Galloway,Left-Back,£2.55m,out
349,32,1,West Bromwich Albion,0,stephane-sessegnon,37157,4,278,0,Stéphane Sessègnon,Attacking Midfield,£2.55m,out
350,28,0,West Bromwich Albion,0,victor-anichebe,39532,2,13,0,Victor Anichebe,Centre Forward,£1.70m,out
351,25,0,Crystal Palace,3,christian-benteke,50201,8,714,238,Christian Benteke,Centre Forward,£22.95m,in
352,24,1,Crystal Palace,1,andros-townsend,61842,10,798,798,Andros Townsend,Right Wing,£7.65m,in
353,27,0,Crystal Palace,1,james-tomkins,61592,7,503,503,James Tomkins,Centre Back,£5.10m,in
354,29,0,Crystal Palace,1,loic-remy,45121,7,503,503,Loïc Rémy,Centre Forward,£7.65m,in
355,21,1,Crystal Palace,2,jonathan-benteke,273773,18,273,137,Jonathan Benteke,Centre Forward,£340k,in
356,31,0,Crystal Palace,14,steve-mandanda,23951,8,,720,Steve Mandanda,Keeper,£8.50m,in
357,21,0,Crystal Palace,0,ryan-inniss,183284,4,290,0,Ryan Inniss,Centre Back,£64k,in
358,23,0,Crystal Palace,0,jonathan-williams,170322,3,36,0,Jonathan Williams,Attacking Midfield,£850k,in
359,32,0,Crystal Palace,0,mathieu-flamini,17396,2,18,0,Mathieu Flamini,Defensive Midfield,£3.40m,in
360,27,4,Crystal Palace,1,yannick-bolasie,75471,10,744,744,Yannick Bolasie,Left Wing,£11.90m,out
361,25,0,Crystal Palace,11,dwight-gayle,196522,12,1.032,94,Dwight Gayle,Centre Forward,£2.55m,out
362,26,2,Crystal Palace,0,alex-mccarthy,95976,2,,180,Alex McCarthy,Keeper,£2.55m,out
363,32,1,Crystal Palace,0,mile-jedinak,28336,9,758,0,Mile Jedinak,Defensive Midfield,£4.25m,out
364,23,0,Crystal Palace,5,chris-kettings,177953,1,,90,Chris Kettings,Keeper,£213k,out
365,23,2,Crystal Palace,2,freddie-ladapo,233998,9,594,297,Freddie Ladapo,Centre Forward,£43k,out
366,29,0,Crystal Palace,0,adrian-mariappa,38145,0,0,0,Adrian Mariappa,Centre Back,£1.70m,out
367,21,0,Crystal Palace,0,ryan-inniss,183284,4,290,0,Ryan Inniss,Centre Back,£64k,out
368,20,0,Crystal Palace,0,hiram-boateng,244125,5,360,0,Hiram Boateng,Central Midfield,£425k,out
369,22,0,Crystal Palace,0,jonathan-williams,170322,3,36,0,Jonathan Williams,Attacking Midfield,£850k,out
370,32,0,Crystal Palace,0,marouane-chamakh,19085,1,28,0,Marouane Chamakh,Centre Forward,£1.70m,out
371,32,44,Crystal Palace,97,emmanuel-adebayor,8883,242,17.918,185,Emmanuel Adebayor,Centre Forward,£2.13m,out
372,33,5,Crystal Palace,11,patrick-mccarthy,29974,240,20.461,1.860,Patrick McCarthy,Centre Back,£425k,out
373,35,4,Crystal Palace,10,brede-hangeland,25553,238,20.987,2.099,Brede Hangeland,Centre Back,£850k,out
374,20,0,AFC Bournemouth,0,jordon-ibe,195652,10,629,0,Jordon Ibe,Right Wing,£5.95m,in
375,19,0,AFC Bournemouth,0,lewis-cook,249089,2,210,0,Lewis Cook,Central Midfield,£3.40m,in
376,20,0,AFC Bournemouth,0,lys-mousset,291422,2,87,0,Lys Mousset,Centre Forward,£340k,in
377,22,0,AFC Bournemouth,0,brad-smith,175745,2,210,0,Brad Smith,Left-Back,£85k,in
378,24,0,AFC Bournemouth,0,jack-wilshere,74223,9,541,0,Jack Wilshere,Central Midfield,£19.55m,in
379,28,0,AFC Bournemouth,1,marc-wilson,30456,2,135,135,Marc Wilson,Centre Back,£2.55m,in
380,20,0,AFC Bournemouth,0,emerson-hyndman,223047,2,31,0,Emerson Hyndman,Central Midfield,£638k,in
381,21,0,AFC Bournemouth,0,nathan-ake,177476,2,13,0,Nathan Aké,Centre Back,£3.83m,in
382,33,1,AFC Bournemouth,9,glenn-murray,45693,15,1.154,128,Glenn Murray,Centre Forward,£2.98m,in
383,20,0,AFC Bournemouth,7,josh-ohanlon,262725,20,1.023,146,Josh O'Hanlon,Centre Forward,-,in
384,26,5,AFC Bournemouth,2,matt-ritchie,92469,14,1.113,557,Matt Ritchie,Right Midfield,£5.10m,out
385,28,0,AFC Bournemouth,0,tommy-elphick,37152,12,1.067,0,Tommy Elphick,Centre Back,£1.28m,out
386,27,5,AFC Bournemouth,3,lee-tomlin,104586,14,1.186,395,Lee Tomlin,Secondary Striker,£2.98m,out
387,25,0,AFC Bournemouth,0,tokelo-rantie,198495,5,71,0,Tokelo Rantie,Centre Forward,£850k,out
388,26,1,AFC Bournemouth,0,eunan-okane,61583,9,803,0,Eunan O'Kane,Central Midfield,£1.28m,out
389,28,0,AFC Bournemouth,1,shaun-macdonald,10375,13,936,936,Shaun MacDonald,Central Midfield,£425k,out
390,22,2,AFC Bournemouth,0,josh-wakefield,225166,13,593,0,Josh Wakefield,Central Midfield,£85k,out
391,29,1,AFC Bournemouth,2,stephane-zubar,56829,61,5.120,2.560,Stéphane Zubar,Centre Back,£213k,out
392,22,0,AFC Bournemouth,2,jayden-stockley,134293,9,214,107,Jayden Stockley,Centre Forward,£213k,out
393,21,1,AFC Bournemouth,1,harry-cornick,255703,11,775,775,Harry Cornick,Right Wing,-,out
394,21,1,AFC Bournemouth,1,josh-carmichael,201329,18,1.259,1.259,Josh Carmichael,Central Midfield,£43k,out
395,20,1,AFC Bournemouth,1,baily-cargill,293450,18,1.259,1.259,Baily Cargill,Centre Back,£213k,out
396,32,1,AFC Bournemouth,9,glenn-murray,45693,15,1.154,128,Glenn Murray,Centre Forward,£3.40m,out
397,28,0,AFC Bournemouth,0,rhoys-wiggins,42298,1,5,0,Rhoys Wiggins,Left-Back,£425k,out
398,25,0,AFC Bournemouth,0,jack-wilshere,74223,9,541,0,Jack Wilshere,Central Midfield,£19.55m,out
399,22,0,AFC Bournemouth,0,nathan-ake,177476,2,13,0,Nathan Aké,Centre Back,£4.25m,out
400,38,5,AFC Bournemouth,7,sylvain-distin,3356,469,40.603,5.800,Sylvain Distin,Centre Back,£638k,out
401,19,1,AFC Bournemouth,3,marius-adamonis,300137,2,,180,Marius Adamonis,Keeper,£43k,out
402,23,0,AFC Bournemouth,0,juan-iturbe,81455,3,242,0,Juan Iturbe,Right Wing,£12.75m,out
403,22,0,Sunderland AFC,0,didier-ndong,210081,7,557,0,Didier Ndong,Central Midfield,£4.25m,in
404,27,0,Sunderland AFC,0,papy-djilobodji,136610,7,588,0,Papy Djilobodji,Centre Back,£3.83m,in
405,21,0,Sunderland AFC,0,paddy-mcnair,167268,7,193,0,Paddy McNair,Centre Back,£3.40m,in
406,25,2,Sunderland AFC,2,mika,138285,3,,270,Mika,Keeper,£1.70m,in
407,21,0,Sunderland AFC,0,donald-love,179451,3,193,0,Donald Love,Right-Back,-,in
408,34,0,Sunderland AFC,0,steven-pienaar,4321,7,383,0,Steven Pienaar,Left Wing,£1.28m,in
409,22,0,Sunderland AFC,0,javier-manquillo,162029,7,630,0,Javier Manquillo,Right-Back,£4.25m,in
410,21,0,Sunderland AFC,0,adnan-januzaj,177847,7,492,0,Adnan Januzaj,Right Wing,£5.95m,in
411,21,0,Sunderland AFC,0,jason-denayer,277114,3,194,0,Jason Denayer,Centre Back,£3.40m,in
412,27,0,Sunderland AFC,0,will-buckley,77329,6,139,0,Will Buckley,Right Wing,£2.13m,in
413,25,0,Sunderland AFC,0,adam-matthews,108878,5,277,0,Adam Matthews,Right-Back,£2.13m,in
414,17,0,Sunderland AFC,0,joel-asoro,375391,2,159,0,Joel Asoro,Centre Forward,-,in
415,28,0,Sunderland AFC,0,victor-anichebe,39532,2,13,0,Victor Anichebe,Centre Forward,£1.70m,in
416,20,0,Sunderland AFC,0,lynden-gooch,307781,7,310,0,Lynden Gooch,Right Wing,-,in
417,31,0,Sunderland AFC,0,emanuele-giaccherini,84835,3,53,0,Emanuele Giaccherini,Right Wing,£3.40m,in
418,29,2,Sunderland AFC,3,steven-fletcher,35099,13,837,279,Steven Fletcher,Centre Forward,£2.55m,in
419,27,0,Sunderland AFC,0,santiago-vergini,94783,7,630,0,Santiago Vergini,Centre Back,£2.13m,in
420,22,0,Sunderland AFC,0,charalampos-mavrias,136647,8,536,0,Charalampos Mavrias,Right Wing,£850k,in
421,30,2,Sunderland AFC,2,danny-graham,29152,10,666,333,Danny Graham,Centre Forward,£1.28m,in
422,30,0,Sunderland AFC,0,younes-kaboul,27114,7,604,0,Younès Kaboul,Centre Back,£2.13m,out
423,31,0,Sunderland AFC,0,emanuele-giaccherini,84835,3,53,0,Emanuele Giaccherini,Right Wing,£3.40m,out
424,27,0,Sunderland AFC,0,liam-bridcutt,40612,4,319,0,Liam Bridcutt,Defensive Midfield,£2.13m,out
425,27,0,Sunderland AFC,0,santiago-vergini,94783,7,630,0,Santiago Vergini,Centre Back,£2.13m,out
426,29,0,Sunderland AFC,0,valentin-roberge,87422,8,675,0,Valentin Roberge,Centre Back,£1.28m,out
427,31,0,Sunderland AFC,2,jordi-gomez,39010,8,520,260,Jordi Gómez,Attacking Midfield,£1.70m,out
428,30,2,Sunderland AFC,2,danny-graham,29152,10,666,333,Danny Graham,Centre Forward,£1.28m,out
429,21,2,Sunderland AFC,5,mikael-mandron,218144,18,1.356,271,Mikael Mandron,Centre Forward,-,out
430,29,2,Sunderland AFC,3,steven-fletcher,35099,13,837,279,Steven Fletcher,Centre Forward,£2.55m,out
431,24,0,Sunderland AFC,0,adam-matthews,108878,5,277,0,Adam Matthews,Right-Back,£2.13m,out
432,28,5,Sunderland AFC,1,jeremain-lens,38497,5,386,386,Jeremain Lens,Right Wing,£9.35m,out
433,26,0,Sunderland AFC,0,will-buckley,77329,6,139,0,Will Buckley,Right Wing,£2.13m,out
434,21,0,Sunderland AFC,0,jason-denayer,277114,3,194,0,Jason Denayer,Centre Back,£3.40m,out
435,36,0,Sunderland AFC,0,wes-brown,3405,3,241,0,Wes Brown,Centre Back,£425k,out
436,22,0,Sunderland AFC,0,adnan-januzaj,177847,7,492,0,Adnan Januzaj,Right Wing,£5.95m,out
437,22,0,Sunderland AFC,0,charalampos-mavrias,136647,8,536,0,Charalampos Mavrias,Right Wing,£638k,out
438,41,35,Sunderland AFC,171,steve-harper,3562,134,,11.461,Steve Harper,Keeper,£213k,out
439,29,2,Sunderland AFC,2,ola-toivonen,36500,10,616,308,Ola Toivonen,Centre Forward,£2.55m,out
440,26,0,Sunderland AFC,0,yann-mvila,60573,3,186,0,Yann M'Vila,Defensive Midfield,£5.95m,out
441,31,0,Sunderland AFC,1,dame-ndoye,44855,4,225,225,Dame N'Doye,Centre Forward,£3.40m,out
442,24,0,Burnley FC,1,jeff-hendrick,148262,7,555,555,Jeff Hendrick,Central Midfield,£1.28m,in
443,28,3,Burnley FC,1,steven-defour,33866,7,438,438,Steven Defour,Central Midfield,£5.10m,in
444,25,0,Burnley FC,0,johann-berg-gudmundsson,89231,10,616,0,Johann Berg Gudmundsson,Right Wing,£1.70m,in
445,24,0,Burnley FC,1,nick-pope,192080,1,,120,Nick Pope,Keeper,£170k,in
446,23,0,Burnley FC,0,jon-flanagan,145922,2,53,0,Jon Flanagan,Right-Back,£4.25m,in
447,22,0,Burnley FC,0,patrick-bamford,183334,4,31,0,Patrick Bamford,Centre Forward,£4.25m,in
448,23,0,Burnley FC,0,tom-anderson,128828,9,723,0,Tom Anderson,Centre Back,£213k,in
449,22,1,Burnley FC,3,chris-long,183298,10,765,255,Chris Long,Secondary Striker,£850k,in
450,25,3,Burnley FC,1,fredrik-ulvestad,158022,10,892,892,Fredrik Ulvestad,Central Midfield,£638k,in
451,28,1,Burnley FC,1,danny-lafferty,85928,10,796,796,Danny Lafferty,Left-Back,£425k,in
452,33,2,Burnley FC,3,lloyd-dyer,3668,15,1.350,450,Lloyd Dyer,Left Midfield,£425k,out
453,34,4,Burnley FC,1,matt-gilks,48254,5,,450,Matt Gilks,Keeper,£425k,out
454,34,4,Burnley FC,3,matthew-taylor,9218,12,1.049,350,Matthew Taylor,Left Midfield,£425k,out
455,33,0,Burnley FC,0,joey-barton,3292,5,429,0,Joey Barton,Central Midfield,£1.28m,out
456,21,1,Burnley FC,3,chris-long,183298,10,765,255,Chris Long,Secondary Striker,£850k,out
457,27,0,Burnley FC,4,lukas-jutkiewicz,33507,9,621,155,Lukas Jutkiewicz,Centre Forward,£850k,out
458,24,3,Burnley FC,1,fredrik-ulvestad,158022,10,892,892,Fredrik Ulvestad,Central Midfield,£638k,out
459,28,2,Burnley FC,5,rouwen-hennings,16311,9,767,153,Rouwen Hennings,Centre Forward,£1.70m,out
460,27,1,Burnley FC,1,danny-lafferty,85928,10,796,796,Danny Lafferty,Left-Back,£425k,out
461,31,1,Burnley FC,0,david-jones,24634,8,579,0,David Jones,Central Midfield,£1.70m,out
462,22,0,Burnley FC,0,tom-anderson,128828,9,723,0,Tom Anderson,Centre Back,£213k,out
463,23,0,Burnley FC,0,patrick-bamford,183334,4,31,0,Patrick Bamford,Centre Forward,£4.25m,out
464,24,0,Burnley FC,0,jon-flanagan,145922,2,53,0,Jon Flanagan,Right-Back,£3.40m,out
465,37,8,Burnley FC,8,michael-duff,36894,309,25.956,3.245,Michael Duff,Centre Back,£425k,out
466,25,0,Middlesbrough FC,0,marten-de-roon,133179,7,503,0,Marten de Roon,Central Midfield,£4.25m,in
467,22,1,Middlesbrough FC,0,viktor-fischer,95755,5,136,0,Viktor Fischer,Left Wing,£4.25m,in
468,29,0,Middlesbrough FC,0,antonio-barragan,32522,10,879,0,Antonio Barragán,Right-Back,£3.40m,in
469,26,1,Middlesbrough FC,0,fabio,61891,1,10,0,Fábio,Left-Back,£2.55m,in
470,26,0,Middlesbrough FC,0,bernardo-espinosa,64598,3,207,0,Bernardo Espinosa,Centre Back,£2.13m,in
471,31,1,Middlesbrough FC,1,brad-guzan,39471,2,,180,Brad Guzan,Keeper,£2.55m,in
472,34,2,Middlesbrough FC,10,victor-valdes,7589,8,,720,Víctor Valdés,Keeper,£2.98m,in
473,25,1,Middlesbrough FC,1,gaston-ramirez,123742,10,662,662,Gastón Ramírez,Attacking Midfield,£4.25m,in
474,20,0,Middlesbrough FC,0,adama-traore,204103,5,241,0,Adama Traoré,Right Wing,£6.80m,in
475,30,3,Middlesbrough FC,1,alvaro-negredo,18644,10,797,797,Álvaro Negredo,Centre Forward,£6.38m,in
476,21,0,Middlesbrough FC,1,calum-chambers,215118,5,450,450,Calum Chambers,Right-Back,£10.20m,in
477,31,0,Middlesbrough FC,3,alex-baptiste,16660,10,900,300,Alex Baptiste,Centre Back,£1.28m,in
478,24,6,Middlesbrough FC,17,connor-ripley,163531,15,,1.350,Connor Ripley,Keeper,£213k,in
479,19,0,Middlesbrough FC,0,dael-fry,314140,9,810,0,Dael Fry,Centre Back,£213k,in
480,23,0,Middlesbrough FC,0,adam-reach,163530,10,823,0,Adam Reach,Left Midfield,£850k,out
481,27,1,Middlesbrough FC,0,mustapha-carayol,61906,6,403,0,Mustapha Carayol,Left Wing,£850k,out
482,27,1,Middlesbrough FC,0,rhys-williams,82474,3,253,0,Rhys Williams,Centre Back,£425k,out
483,22,0,Middlesbrough FC,0,adam-jackson,134419,3,270,0,Adam Jackson,Centre Back,£213k,out
484,23,6,Middlesbrough FC,17,connor-ripley,163531,15,,1.350,Connor Ripley,Keeper,£213k,out
485,28,2,Middlesbrough FC,0,albert-adomah,83430,7,463,0,Albert Adomah,Right Wing,£1.70m,out
486,19,0,Middlesbrough FC,0,dael-fry,314140,9,810,0,Dael Fry,Centre Back,£213k,out
487,30,0,Middlesbrough FC,3,alex-baptiste,16660,10,900,300,Alex Baptiste,Centre Back,£1.28m,out
488,22,0,Middlesbrough FC,1,calum-chambers,215118,5,450,450,Calum Chambers,Right-Back,£10.20m,out
489,36,1,Middlesbrough FC,7,jonathan-woodgate,3224,244,20.474,2.925,Jonathan Woodgate,Centre Back,£213k,out
490,30,0,Middlesbrough FC,0,kike-sola,51532,6,111,0,Kike Sola,Centre Forward,£1.28m,out
491,31,4,Middlesbrough FC,11,michael-agazzi,28862,12,,1.080,Michael Agazzi,Keeper,£638k,out
492,25,0,Hull City,1,ryan-mason,61834,7,470,470,Ryan Mason,Central Midfield,£6.38m,in
493,31,0,Hull City,16,david-marshall,9500,5,,450,David Marshall,Keeper,£2.13m,in
494,23,0,Hull City,0,will-keane,118535,4,256,0,Will Keane,Centre Forward,£1.28m,in
495,21,0,Hull City,0,james-weir,251058,3,270,0,James Weir,Central Midfield,-,in
496,30,1,Hull City,0,dieumerci-mbokani,44624,2,103,0,Dieumerci Mbokani,Centre Forward,£5.95m,in
497,24,1,Hull City,0,markus-henriksen,122011,4,360,0,Markus Henriksen,Central Midfield,£4.25m,in
