,age,assists,club,goals,handle,id,matches,minutes,minutes_per_goal,p_name,position,transfer_fee_pounds,transfer_status
280,26,0,Swansea City,0,andre-ayew,45403,3,128,0,André Ayew,Left Wing,£15.30m,out
281,31,0,Swansea City,0,ashley-williams,67355,10,819,0,Ashley Williams,Centre-Back,£6.80m,out
282,26,0,Swansea City,0,alberto-paloschi,68306,6,368,0,Alberto Paloschi,Centre-Forward,£5.10m,out
283,28,3,Swansea City,2,eder,84481,12,987,494,Éder,Centre-Forward,£4.25m,out
284,24,1,Swansea City,0,lee-lucas,143851,2,147,0,Lee Lucas,Central Midfield,-,out
285,21,0,Swansea City,0,liam-shephard,197910,9,763,0,Liam Shephard,Right-Back,-,out
286,21,0,Swansea City,3,ryan-hedges,326230,15,1.251,417,Ryan Hedges,Right Wing,-,out
287,27,0,Swansea City,0,franck-tabanou,66413,2,90,0,Franck Tabanou,Left-Back,£2.98m,out
288,20,0,Swansea City,0,matt-grimes,265471,5,100,0,Matt Grimes,Central Midfield,£1.70m,out
289,21,1,Swansea City,1,kenji-gorre,374889,11,610,610,Kenji Gorré,Right Wing,£85k,out
290,25,1,Swansea City,2,kyle-bartley,67421,16,1.440,720,Kyle Bartley,Centre-Back,£850k,out
291,30,1,Swansea City,6,bafetimbi-gomis,22388,11,954,159,Bafetimbi Gomis,Centre-Forward,£6.80m,out
292,28,3,Swansea City,3,marvin-emnes,37787,11,766,255,Marvin Emnes,Centre-Forward,£850k,out
293,24,0,Swansea City,0,daniel-alfei,130216,6,540,0,Daniel Alfei,Right-Back,-,out
294,20,0,Watford FC,1,isaac-success,295331,6,187,187,Isaac Success,Right Wing,£2.55m,in
295,25,2,Watford FC,1,roberto-pereyra,112302,9,745,745,Roberto Pereyra,Attacking Midfield,£13.60m,in
296,28,0,Watford FC,0,sven-kums,42735,10,829,0,Sven Kums,Central Midfield,£6.38m,in
297,27,1,Watford FC,1,daryl-janmaat,60744,5,287,287,Daryl Janmaat,Right-Back,£6.38m,in
298,25,0,Watford FC,0,christian-kabasele,81512,3,60,0,Christian Kabasele,Centre-Back,£5.10m,in
299,27,0,Watford FC,0,stefano-okaka,35249,1,12,0,Stefano Okaka,Centre-Forward,£5.53m,in
300,30,0,Watford FC,0,younes-kaboul,27114,8,694,0,Younès Kaboul,Centre-Back,£2.13m,in
301,25,0,Watford FC,0,brice-dja-djedje,93690,8,694,0,Brice Dja Djedjé,Right-Back,£2.98m,in
302,29,0,Watford FC,0,adrian-mariappa,38145,0,0,0,Adrian Mariappa,Centre-Back,£1.70m,in
303,19,0,Watford FC,0,jerome-sinclair,236513,0,0,0,Jerome Sinclair,Centre-Forward,£85k,in
304,20,0,Watford FC,0,kenedy,281404,1,15,0,Kenedy,Left-Back,£6.80m,in
305,30,1,Watford FC,1,camilo-zuniga,37941,9,249,249,Camilo Zúñiga,Left Midfield,£850k,in
306,23,0,Watford FC,0,tom-hoban,183161,10,886,0,Tom Hoban,Centre-Back,£850k,in
307,28,4,Watford FC,0,miguel-layun,58576,10,756,0,Miguel Layún,Left-Back,£5.95m,in
308,19,0,Watford FC,0,adalberto-penaranda,308801,4,128,0,Adalberto Peñaranda,Secondary Striker,£2.55m,in
309,23,0,Watford FC,0,abdoulaye-doucoure,127187,1,6,0,Abdoulaye Doucouré,Central Midfield,£5.10m,in
310,27,1,Watford FC,0,juanfran,64411,9,805,0,Juanfran,Right-Back,£2.98m,in
312,26,1,Watford FC,0,victor-ibarbo,92141,6,431,0,Víctor Ibarbo,Secondary Striker,£6.80m,in
313,24,0,Watford FC,2,matej-vydra,101500,11,775,388,Matej Vydra,Centre-Forward,£4.68m,out
314,28,4,Watford FC,0,miguel-layun,58576,10,756,0,Miguel Layún,Left-Back,£5.95m,out
315,28,1,Watford FC,1,ikechi-anya,107427,10,672,672,Ikechi Anya,Right Midfield,£2.55m,out
316,28,0,Watford FC,0,allan-nyom,111508,7,562,0,Allan Nyom,Right-Back,£3.40m,out
317,29,0,Watford FC,0,almen-abdi,9966,10,481,0,Almen Abdi,Attacking Midfield,£2.98m,out
318,30,0,Watford FC,0,jose-manuel-jurado,28261,4,214,0,José Manuel Jurado,Left Wing,£5.95m,out
319,28,0,Watford FC,0,sven-kums,42735,10,829,0,Sven Kums,Central Midfield,£6.38m,out
320,27,0,Watford FC,0,gabriele-angella,86793,3,129,0,Gabriele Angella,Centre-Back,£1.70m,out
321,30,0,Watford FC,1,daniel-pudil,35583,13,1.056,1.056,Daniel Pudil,Left-Back,£1.28m,out
322,24,0,Watford FC,1,steven-berghuis,129554,10,501,501,Steven Berghuis,Right Wing,£3.40m,out
323,21,2,Watford FC,2,uche-ikpeazu,245765,10,457,229,Uche Ikpeazu,Centre-Forward,£213k,out
324,22,5,Watford FC,1,sean-murray,148907,11,800,800,Sean Murray,Central Midfield,£638k,out
326,27,1,Watford FC,0,juanfran,64411,9,805,0,Juanfran,Right-Back,£2.98m,out
327,20,0,Watford FC,0,obbi-oulare,314959,6,24,0,Obbi Oulare,Centre-Forward,£4.25m,out
328,19,0,Watford FC,0,adalberto-penaranda,308801,4,128,0,Adalberto Peñaranda,Secondary Striker,£2.55m,out
329,22,0,Watford FC,0,tom-hoban,183161,10,886,0,Tom Hoban,Centre-Back,£850k,out
330,29,0,Watford FC,3,mario-suarez,37337,9,728,243,Mario Suárez,Defensive Midfield,£7.23m,out
331,21,0,Watford FC,0,kenedy,281404,1,15,0,Kenedy,Left-Back,£6.80m,out
332,27,0,Watford FC,0,joel-ekstrand,69912,2,73,0,Joel Ekstrand,Centre-Back,£850k,out
333,27,0,Watford FC,0,essaid-belkalem,162395,7,516,0,Essaïd Belkalem,Centre-Back,£850k,out
334,26,1,Watford FC,0,victor-ibarbo,92141,6,431,0,Víctor Ibarbo,Secondary Striker,£6.80m,out
335,27,2,West Bromwich Albion,4,nacer-chadli,59631,7,610,153,Nacer Chadli,Left Wing,£11.05m,in
336,25,2,West Bromwich Albion,1,matt-phillips,77274,10,806,806,Matt Phillips,Right Wing,£5.10m,in
337,28,0,West Bromwich Albion,0,allan-nyom,111508,7,562,0,Allan Nyom,Right-Back,£3.40m,in
338,27,0,West Bromwich Albion,0,hal-robson-kanu,65976,6,43,0,Hal Robson-Kanu,Left Wing,£1.70m,in
339,20,0,West Bromwich Albion,0,brendan-galloway,208244,3,248,0,Brendan Galloway,Left-Back,£2.55m,in
340,29,0,West Bromwich Albion,0,sebastien-pocognoli,17804,3,99,0,Sébastien Pocognoli,Left-Back,£638k,in
341,17,1,West Bromwich Albion,0,jonathan-leko,314266,5,82,0,Jonathan Leko,Right Wing,-,in
342,27,0,West Bromwich Albion,0,james-chester,73482,15,1.350,0,James Chester,Centre-Back,£5.10m,out
343,34,0,West Bromwich Albion,2,rickie-lambert,49655,10,706,353,Rickie Lambert,Centre-Forward,£2.13m,out
344,26,0,West Bromwich Albion,0,cristian-gamboa,121686,4,229,0,Cristian Gamboa,Right-Back,£1.28m,out
346,29,0,West Bromwich Albion,0,sebastien-pocognoli,17804,3,99,0,Sébastien Pocognoli,Left-Back,£638k,out
347,21,0,West Bromwich Albion,0,brendan-galloway,208244,3,248,0,Brendan Galloway,Left-Back,£2.55m,out
348,32,1,West Bromwich Albion,0,stephane-sessegnon,37157,5,368,0,Stéphane Sessègnon,Attacking Midfield,£2.55m,out
349,28,1,West Bromwich Albion,1,victor-anichebe,39532,3,103,103,Victor Anichebe,Centre-Forward,£1.70m,out
350,25,0,Crystal Palace,4,christian-benteke,50201,9,804,201,Christian Benteke,Centre-Forward,£22.95m,in
351,24,1,Crystal Palace,1,andros-townsend,61842,11,888,888,Andros Townsend,Right Wing,£7.65m,in
352,27,0,Crystal Palace,1,james-tomkins,61592,7,503,503,James Tomkins,Centre-Back,£5.10m,in
353,29,0,Crystal Palace,1,loic-remy,45121,7,503,503,Loïc Rémy,Centre-Forward,£7.65m,in
354,21,1,Crystal Palace,2,jonathan-benteke,273773,18,273,137,Jonathan Benteke,Centre-Forward,£340k,in
356,21,0,Crystal Palace,0,ryan-inniss,183284,4,290,0,Ryan Inniss,Centre-Back,£64k,in
357,23,0,Crystal Palace,0,jonathan-williams,170322,4,56,0,Jonathan Williams,Attacking Midfield,£850k,in
358,32,0,Crystal Palace,0,mathieu-flamini,17396,2,18,0,Mathieu Flamini,Defensive Midfield,£3.40m,in
359,27,4,Crystal Palace,1,yannick-bolasie,75471,11,804,804,Yannick Bolasie,Left Wing,£11.90m,out
360,25,0,Crystal Palace,11,dwight-gayle,196522,12,1.032,94,Dwight Gayle,Centre-Forward,£2.55m,out
362,32,2,Crystal Palace,0,mile-jedinak,28336,11,938,0,Mile Jedinak,Defensive Midfield,£4.25m,out
363,29,0,Crystal Palace,0,adrian-mariappa,38145,0,0,0,Adrian Mariappa,Centre-Back,£1.70m,out
365,23,2,Crystal Palace,2,freddie-ladapo,233998,10,639,320,Freddie Ladapo,Centre-Forward,£43k,out
366,20,0,Crystal Palace,0,hiram-boateng,244125,6,425,0,Hiram Boateng,Central Midfield,£425k,out
367,22,0,Crystal Palace,0,jonathan-williams,170322,4,56,0,Jonathan Williams,Attacking Midfield,£850k,out
368,21,0,Crystal Palace,0,ryan-inniss,183284,4,290,0,Ryan Inniss,Centre-Back,£64k,out
369,32,44,Crystal Palace,97,emmanuel-adebayor,8883,242,17.918,185,Emmanuel Adebayor,Centre-Forward,£2.13m,out
370,33,5,Crystal Palace,11,patrick-mccarthy,29974,240,20.461,1.860,Patrick McCarthy,Centre-Back,£425k,out
371,35,4,Crystal Palace,10,brede-hangeland,25553,238,20.987,2.099,Brede Hangeland,Centre-Back,£850k,out
372,32,1,Crystal Palace,0,marouane-chamakh,19085,2,46,0,Marouane Chamakh,Centre-Forward,£1.70m,out
373,20,0,AFC Bournemouth,0,jordon-ibe,195652,11,674,0,Jordon Ibe,Right Wing,£5.95m,in
374,19,0,AFC Bournemouth,0,lewis-cook,249089,2,210,0,Lewis Cook,Central Midfield,£3.40m,in
375,20,0,AFC Bournemouth,0,lys-mousset,291422,2,87,0,Lys Mousset,Centre-Forward,£340k,in
376,22,0,AFC Bournemouth,0,brad-smith,175745,2,210,0,Brad Smith,Left-Back,£85k,in
377,24,0,AFC Bournemouth,0,jack-wilshere,74223,10,631,0,Jack Wilshere,Central Midfield,£19.55m,in
378,28,0,AFC Bournemouth,1,marc-wilson,30456,2,135,135,Marc Wilson,Centre-Back,£2.55m,in
379,20,0,AFC Bournemouth,0,emerson-hyndman,223047,2,31,0,Emerson Hyndman,Central Midfield,£638k,in
380,21,0,AFC Bournemouth,0,nathan-ake,177476,2,13,0,Nathan Aké,Centre-Back,£3.83m,in
381,33,2,AFC Bournemouth,9,glenn-murray,45693,16,1.232,137,Glenn Murray,Centre-Forward,£2.98m,in
382,20,0,AFC Bournemouth,0,josh-ohanlon,262725,1,73,0,Josh O'Hanlon,Centre-Forward,-,in
383,26,5,AFC Bournemouth,2,matt-ritchie,92469,14,1.113,557,Matt Ritchie,Right Midfield,£5.10m,out
384,28,0,AFC Bournemouth,0,tommy-elphick,37152,13,1.067,0,Tommy Elphick,Centre-Back,£1.28m,out
385,27,5,AFC Bournemouth,3,lee-tomlin,104586,15,1.276,425,Lee Tomlin,Secondary Striker,£2.98m,out
386,25,0,AFC Bournemouth,0,tokelo-rantie,198495,5,71,0,Tokelo Rantie,Centre-Forward,£850k,out
387,26,2,AFC Bournemouth,0,eunan-okane,61583,10,893,0,Eunan O'Kane,Central Midfield,£1.28m,out
388,28,0,AFC Bournemouth,1,shaun-macdonald,10375,14,1.026,1.026,Shaun MacDonald,Central Midfield,£425k,out
389,21,1,AFC Bournemouth,1,josh-carmichael,201329,18,1.259,1.259,Josh Carmichael,Central Midfield,£43k,out
390,22,0,AFC Bournemouth,3,jayden-stockley,134293,10,302,101,Jayden Stockley,Centre-Forward,£213k,out
391,21,1,AFC Bournemouth,1,harry-cornick,255703,11,775,775,Harry Cornick,Right Wing,-,out
392,22,2,AFC Bournemouth,0,josh-wakefield,225166,14,683,0,Josh Wakefield,Central Midfield,£85k,out
393,29,1,AFC Bournemouth,2,stephane-zubar,56829,61,5.120,2.560,Stéphane Zubar,Centre-Back,£213k,out
394,32,2,AFC Bournemouth,9,glenn-murray,45693,16,1.232,137,Glenn Murray,Centre-Forward,£3.40m,out
395,28,0,AFC Bournemouth,0,rhoys-wiggins,42298,2,95,0,Rhoys Wiggins,Left-Back,£425k,out
396,20,0,AFC Bournemouth,0,baily-cargill,293450,1,90,0,Baily Cargill,Centre-Back,£213k,out
397,22,0,AFC Bournemouth,0,nathan-ake,177476,2,13,0,Nathan Aké,Centre-Back,£4.25m,out
398,38,5,AFC Bournemouth,7,sylvain-distin,3356,469,40.603,5.800,Sylvain Distin,Centre-Back,£638k,out
399,20,0,AFC Bournemouth,0,josh-ohanlon,262725,1,73,0,Josh O'Hanlon,Centre-Forward,-,out
400,25,0,AFC Bournemouth,0,jack-wilshere,74223,10,631,0,Jack Wilshere,Central Midfield,£19.55m,out
401,23,0,AFC Bournemouth,0,juan-iturbe,81455,4,248,0,Juan Iturbe,Right Wing,£12.75m,out
403,22,0,Sunderland AFC,0,didier-ndong,210081,8,647,0,Didier Ndong,Central Midfield,£4.25m,in
404,27,0,Sunderland AFC,0,papy-djilobodji,136610,8,678,0,Papy Djilobodji,Centre-Back,£3.83m,in
405,21,0,Sunderland AFC,0,paddy-mcnair,167268,8,265,0,Paddy McNair,Centre-Back,£3.40m,in
407,21,0,Sunderland AFC,0,donald-love,179451,4,193,0,Donald Love,Right-Back,-,in
408,34,0,Sunderland AFC,0,steven-pienaar,4321,8,442,0,Steven Pienaar,Left Wing,£1.28m,in
409,22,0,Sunderland AFC,0,javier-manquillo,162029,7,630,0,Javier Manquillo,Right-Back,£4.25m,in
410,21,0,Sunderland AFC,0,adnan-januzaj,177847,7,492,0,Adnan Januzaj,Right Wing,£5.95m,in
411,21,0,Sunderland AFC,0,jason-denayer,277114,4,212,0,Jason Denayer,Centre-Back,£3.40m,in
412,25,0,Sunderland AFC,0,adam-matthews,108878,5,277,0,Adam Matthews,Right-Back,£2.13m,in
413,17,1,Sunderland AFC,1,joel-asoro,375391,4,304,304,Joel Asoro,Centre-Forward,-,in
414,28,1,Sunderland AFC,1,victor-anichebe,39532,3,103,103,Victor Anichebe,Centre-Forward,£1.70m,in
415,20,0,Sunderland AFC,0,lynden-gooch,307781,8,310,0,Lynden Gooch,Right Wing,-,in
416,27,0,Sunderland AFC,0,will-buckley,77329,6,139,0,Will Buckley,Right Wing,£2.13m,in
417,27,0,Sunderland AFC,0,santiago-vergini,94783,8,720,0,Santiago Vergini,Centre-Back,£2.13m,in
418,22,0,Sunderland AFC,0,charalampos-mavrias,136647,8,536,0,Charalampos Mavrias,Right Wing,£850k,in
419,30,2,Sunderland AFC,2,danny-graham,29152,11,725,363,Danny Graham,Centre-Forward,£1.28m,in
420,31,0,Sunderland AFC,0,emanuele-giaccherini,84835,3,53,0,Emanuele Giaccherini,Right Wing,£3.40m,in
421,29,2,Sunderland AFC,3,steven-fletcher,35099,14,927,309,Steven Fletcher,Centre-Forward,£2.55m,in
422,30,0,Sunderland AFC,0,younes-kaboul,27114,8,694,0,Younès Kaboul,Centre-Back,£2.13m,out
423,31,0,Sunderland AFC,0,emanuele-giaccherini,84835,3,53,0,Emanuele Giaccherini,Right Wing,£3.40m,out
424,27,0,Sunderland AFC,0,liam-bridcutt,40612,4,319,0,Liam Bridcutt,Defensive Midfield,£2.13m,out
425,27,0,Sunderland AFC,0,santiago-vergini,94783,8,720,0,Santiago Vergini,Centre-Back,£2.13m,out
426,30,2,Sunderland AFC,2,danny-graham,29152,11,725,363,Danny Graham,Centre-Forward,£1.28m,out
427,21,2,Sunderland AFC,6,mikael-mandron,218144,19,1.446,241,Mikael Mandron,Centre-Forward,-,out
428,29,2,Sunderland AFC,3,steven-fletcher,35099,14,927,309,Steven Fletcher,Centre-Forward,£2.55m,out
429,29,0,Sunderland AFC,0,valentin-roberge,87422,10,855,0,Valentin Roberge,Centre-Back,£1.28m,out
430,31,0,Sunderland AFC,2,jordi-gomez,39010,9,565,283,Jordi Gómez,Attacking Midfield,£1.70m,out
431,28,5,Sunderland AFC,1,jeremain-lens,38497,6,465,465,Jeremain Lens,Right Wing,£9.35m,out
432,26,0,Sunderland AFC,0,will-buckley,77329,6,139,0,Will Buckley,Right Wing,£2.13m,out
433,24,0,Sunderland AFC,0,adam-matthews,108878,5,277,0,Adam Matthews,Right-Back,£2.13m,out
434,22,0,Sunderland AFC,0,adnan-januzaj,177847,7,492,0,Adnan Januzaj,Right Wing,£5.95m,out
435,22,0,Sunderland AFC,0,charalampos-mavrias,136647,8,536,0,Charalampos Mavrias,Right Wing,£638k,out
437,21,0,Sunderland AFC,0,jason-denayer,277114,4,212,0,Jason Denayer,Centre-Back,£3.40m,out
438,36,0,Sunderland AFC,0,wes-brown,3405,3,241,0,Wes Brown,Centre-Back,£425k,out
439,26,0,Sunderland AFC,0,yann-mvila,60573,5,366,0,Yann M'Vila,Defensive Midfield,£5.95m,out
440,31,0,Sunderland AFC,1,dame-ndoye,44855,5,315,315,Dame N'Doye,Centre-Forward,£3.40m,out
441,29,2,Sunderland AFC,2,ola-toivonen,36500,11,685,343,Ola Toivonen,Centre-Forward,£2.55m,out
442,24,0,Burnley FC,1,jeff-hendrick,148262,8,641,641,Jeff Hendrick,Central Midfield,£1.28m,in
443,28,3,Burnley FC,1,steven-defour,33866,8,512,512,Steven Defour,Central Midfield,£5.10m,in
444,25,1,Burnley FC,1,johann-berg-gudmundsson,89231,11,706,706,Johann Berg Gudmundsson,Right Wing,£1.70m,in
446,23,0,Burnley FC,0,jon-flanagan,145922,3,143,0,Jon Flanagan,Right-Back,£4.25m,in
447,22,0,Burnley FC,0,patrick-bamford,183334,4,31,0,Patrick Bamford,Centre-Forward,£4.25m,in
448,22,1,Burnley FC,3,chris-long,183298,11,833,278,Chris Long,Secondary Striker,£850k,in
449,25,3,Burnley FC,1,fredrik-ulvestad,158022,11,982,982,Fredrik Ulvestad,Central Midfield,£638k,in
450,28,1,Burnley FC,1,danny-lafferty,85928,11,886,886,Danny Lafferty,Left-Back,£425k,in
451,23,0,Burnley FC,0,tom-anderson,128828,10,813,0,Tom Anderson,Centre-Back,£213k,in
453,34,5,Burnley FC,4,matthew-taylor,9218,14,1.229,307,Matthew Taylor,Left Midfield,£425k,out
454,33,22,Burnley FC,25,joey-barton,3292,255,21.356,854,Joey Barton,Central Midfield,£1.28m,out
455,33,2,Burnley FC,3,lloyd-dyer,3668,16,1.440,480,Lloyd Dyer,Left Midfield,£425k,out
456,28,2,Burnley FC,5,rouwen-hennings,16311,10,857,171,Rouwen Hennings,Centre-Forward,£1.70m,out
457,27,1,Burnley FC,1,danny-lafferty,85928,11,886,886,Danny Lafferty,Left-Back,£425k,out
458,31,1,Burnley FC,0,david-jones,24634,9,653,0,David Jones,Central Midfield,£1.70m,out
459,22,0,Burnley FC,0,tom-anderson,128828,10,813,0,Tom Anderson,Centre-Back,£213k,out
460,21,1,Burnley FC,3,chris-long,183298,11,833,278,Chris Long,Secondary Striker,£850k,out
461,27,0,Burnley FC,5,lukas-jutkiewicz,33507,11,736,147,Lukas Jutkiewicz,Centre-Forward,£850k,out
462,24,3,Burnley FC,1,fredrik-ulvestad,158022,11,982,982,Fredrik Ulvestad,Central Midfield,£638k,out
463,24,0,Burnley FC,0,jon-flanagan,145922,3,143,0,Jon Flanagan,Right-Back,£3.40m,out
464,37,8,Burnley FC,8,michael-duff,36894,309,25.956,3.245,Michael Duff,Centre-Back,£425k,out
465,23,0,Burnley FC,0,patrick-bamford,183334,4,31,0,Patrick Bamford,Centre-Forward,£4.25m,out
466,25,0,Middlesbrough FC,1,marten-de-roon,133179,8,593,593,Marten de Roon,Central Midfield,£4.25m,in
467,22,1,Middlesbrough FC,0,viktor-fischer,95755,6,148,0,Viktor Fischer,Left Wing,£4.25m,in
468,29,0,Middlesbrough FC,0,antonio-barragan,32522,11,969,0,Antonio Barragán,Right-Back,£3.40m,in
469,26,1,Middlesbrough FC,0,fabio,61891,1,10,0,Fábio,Left-Back,£2.55m,in
471,25,1,Middlesbrough FC,1,gaston-ramirez,123742,10,662,662,Gastón Ramírez,Attacking Midfield,£4.25m,in
472,26,0,Middlesbrough FC,0,bernardo-espinosa,64598,3,207,0,Bernardo Espinosa,Centre-Back,£2.13m,in
474,30,3,Middlesbrough FC,1,alvaro-negredo,18644,11,887,887,Álvaro Negredo,Centre-Forward,£6.38m,in
475,21,0,Middlesbrough FC,1,calum-chambers,215118,6,540,540,Calum Chambers,Right-Back,£10.20m,in
476,20,0,Middlesbrough FC,0,adama-traore,204103,6,331,0,Adama Traoré,Right Wing,£6.80m,in
478,19,0,Middlesbrough FC,0,dael-fry,314140,10,900,0,Dael Fry,Centre-Back,£213k,in
479,31,0,Middlesbrough FC,3,alex-baptiste,16660,11,990,330,Alex Baptiste,Centre-Back,£1.28m,in
480,23,0,Middlesbrough FC,0,adam-reach,163530,11,880,0,Adam Reach,Left Midfield,£850k,out
481,27,1,Middlesbrough FC,0,mustapha-carayol,61906,6,403,0,Mustapha Carayol,Left Wing,£850k,out
482,27,1,Middlesbrough FC,0,rhys-williams,82474,5,376,0,Rhys Williams,Centre-Back,£425k,out
483,22,0,Middlesbrough FC,0,adam-jackson,134419,4,360,0,Adam Jackson,Centre-Back,£213k,out
485,28,2,Middlesbrough FC,0,albert-adomah,83430,9,579,0,Albert Adomah,Right Wing,£1.70m,out
486,19,0,Middlesbrough FC,0,dael-fry,314140,10,900,0,Dael Fry,Centre-Back,£213k,out
487,30,0,Middlesbrough FC,3,alex-baptiste,16660,11,990,330,Alex Baptiste,Centre-Back,£1.28m,out
488,22,0,Middlesbrough FC,1,calum-chambers,215118,6,540,540,Calum Chambers,Right-Back,£10.20m,out
489,36,1,Middlesbrough FC,7,jonathan-woodgate,3224,244,20.474,2.925,Jonathan Woodgate,Centre-Back,£213k,out
491,30,0,Middlesbrough FC,0,kike-sola,51532,6,111,0,Kike Sola,Centre-Forward,£1.28m,out
492,25,0,Hull City,1,ryan-mason,61834,8,560,560,Ryan Mason,Central Midfield,£6.38m,in
494,23,0,Hull City,0,will-keane,118535,5,282,0,Will Keane,Centre-Forward,£1.28m,in
495,21,0,Hull City,0,james-weir,251058,3,270,0,James Weir,Central Midfield,-,in
496,24,1,Hull City,0,markus-henriksen,122011,4,360,0,Markus Henriksen,Central Midfield,£4.25m,in
497,30,1,Hull City,0,dieumerci-mbokani,44624,3,184,0,Dieumerci Mbokani,Centre-Forward,£5.95m,in
